/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag2_m_01_1_part_193.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag2_m_01_1_part_193.txt,DC WELL DC P DC PEOPLE LIKE THEY LIKE TO SAY MO AND BOB,1,DC? Well DC p- DC people like they like to say Mo and Bob.,5.3439999999999985
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag3_m_01_1_part_76.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag3_m_01_1_part_76.txt,WELL LE LE LET ME GO BACK ONCE AGAIN UH I'VE BEEN HERE FOR SIXTY THREE YEARS WITH MY FAMILY UH I'M A FOURTH GENERATION PERSON HERE IN THE CITY OF ROCHESTER SO UH I'VE GOTTEN UH FIRST HAND ACCOUNTS FROM UH UH MY PARENTS AND GRANDPARENTS UH HOW THE CITY OF ROCHESTER HAS BEEN,1,"Well, le- le- let me go back, once again, uh, I've been here for sixty-three years with my family, uh, I'm a fourth generation person here in the city of Rochester, so. Uh, I've gotten, uh, first hand accounts from, uh, uh, my parents and grandparents, uh, how the city of Rochester has been,",20.045
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag3_m_03_1_part_121.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag3_m_03_1_part_121.txt,BACK TO THE TO THE GO GO MUSIC GIVE ME YOUR FIVE YOUR TOP FIVE GO GO BANDS OF ALL TIME AND WHY MY TOP FIVE BANDS OF ALL TIME WOULD BE NORTHEAST BACKYARD JUNK YARD,1,"back to the- to the go go music, give me your five, your top five go go bands of all time. And why. My top five bands of all time would be Northeast, Backyard, Junk Yard,",20.612
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se3_ag4_m_02_3_part_12.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se3_ag4_m_02_3_part_12.txt,CULTURALLY RELEVANT UM SO THAT THAT WAS A LOT OF FUN I ENJOYED I ENJOYED THAT WHEN IT BUT THAT WAS MORE UH OF THE TIME THAT I WAS IN COLLEGE AND AFTER COLLEGE WHEN I COME ON THE WEEKENDS AND STUFF OR THE SUMMER,1,"culturally relevant. Um, <ts> so that- that was a lot of fun. I enjoyed- I enjoyed that when it- But that was more, uh, of the time that I was in college and after college when I come on the weekends and stuff. Or the summer.",16.096
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se3_ag3_f_01_1_part_148.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se3_ag3_f_01_1_part_148.txt,IS ALSO THE KOREAN ONE CAUSE IT'S THOSE STATUES OF THE MEN BUT IT AT NIGHT KIND OF CREEPS ME OUT A LITTLE BIT IT'S A LITTLE EERIE IT'S PROBABLY NOT THE RIGHT REASON TO LIKE OR DISLIKE A MEMORIAL BUT I I DO LIKE THAT ONE A LOT TOO,1,"is also the Korean one cause it's those statues of the men, but it at night kind of creeps me out a little bit, it's a little eerie. It's probably not the right reason to like or dislike a memorial but I- I do like that one a lot too.",13.591
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag2_f_01_1_part_112.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag2_f_01_1_part_112.txt,BECAUSE LIKE I BECAME SO LIKE INTO THINKING THAT EVERYTHING WAS SUPPOSED TO HAPPEN HAPPEN MY WAY AND IT EVEN PLAYS A ROLE IN MY RELATIONSHIPS,1,"Because like, I became so like, into thinking that everything was supposed to happen- happen [my way], and it even plays a role in my relationships.",7.0120000000000005
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag3_f_02_1_part_90.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag3_f_02_1_part_90.txt,AND MY FRIEND GOT THE WEDGE SHOES BUT I COULDN'T AND I HAD TO WEAR SOCKS AND WEARING STOCKINGS AND I'M WEARING SOCKS YOU KNOW S SORRY ABOUT THAT,1,"And my friend /RD-NAME-1/ got the wedge shoes, but I couldn't. <ts> And I had to wear socks, and /RD-NAME-1/ wearing stockings, and I'm wearing socks, you know. /?/ S- sorry about that.",17.624000000000006
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se3_ag2_f_01_1_part_127.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se3_ag2_f_01_1_part_127.txt,UM BUT LIKE I IT WAS FINE LIKE I'M GLAD I DID IT UM BUT YEAH I LIKE I LIKE CHUCK BROWN THAT'S ABOUT THE ONLY GO GO I LIKE AND THAT'S JUST BECAUSE OF MY PARENTS,1,"Um, but like i- it was fine. Like I'm glad I did it, um, <ts> but yeah. I- like I like Chuck Brown. <laugh> That's about the only go go (laughing) I like. And that's just because of my parents.",16.162
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag1_f_02_1_part_120.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag1_f_02_1_part_120.txt,HE GOT KILLED UM HE WAS OUT THERE WITH HIS BROTHERS AND A GUY CAME THROUGH SHOOTING AT SOMEBODY ELSE AND ENDED UP SHOOTING HIM,1,"[He got] killed um- He was out there with his brothers, and a guy came through shooting at somebody else and ended up shooting him.",7.907
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag3_m_01_1_part_84.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag3_m_01_1_part_84.txt,YEAH AND I DON'T IT'S FUNNY I DON'T EVEN REMEMBER WHO SUGGESTED IT BUT I WENT FOR A VISIT AND WENT IT WAS A NICE SCHOOL NICE CAMPUS IT WAS SMALL ENOUGH I DIDN'T WANNA DO A BIG SCHOOL UH AS CRAZY AS I AM I'M STILL VERY MUCH A INTROVERT SO THE IDEA OF A BIG CAMPUS FREAKED ME OUT,1,"Yeah. And I don't- It's funny. I don't even remember who suggested it, but I went for a visit and went- It was a nice school. Nice campus, it was small enough. I didn't wanna do a big school. Uh, as crazy as I am, I'm still very much a introvert, so the idea of a big campus freaked me out.",16.437
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag2_f_01_1_part_124.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag2_f_01_1_part_124.txt,S KIND OF SORT OF SO I'M THE LINK SO WELL I'M NOT I'M NOT THE LINK AND I WASN'T THE LINK I'M THE ONE THAT PULL EVERYBODY TOGETHER SO TO SPEAK SO IT WAS ME AND MY BEST FRIEND WE'VE KNOWN EACH OTHER SINCE SEVENTH GRADE AND THEN IT'S NOT FUNNY BUT I WAS TOWARDS MY NINTH GRADE YEAR I BECAME A PART OF A GROUP CALLED KEEP IT TIGHT IN CHURCH WHICH IS NOT TO HAVE SEX UNTIL YOUR MARRIED,1,"S- kind of sort of. So I'm the link, so- Well I'm not- I'm not the link, and I wasn't the link. I'm the one that pull everybody together so to speak. So it was me and my best friend /RD-NAME-2/. We've known each other since seventh grade. And then, <laugh> it's not funny but I was- Towards my ninth grade year I became a part of a group called Keep it Tight in church which is not to have sex [until] your married,",20.647
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag2_f_03_1_part_27.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag2_f_03_1_part_27.txt,UM SO GROWING UP IN THE INNER CITY UM MY PARENTS DIDN'T HAVE A LOT OF MONEY UM THEY GREW THEMSELVES THEY'VE BEEN TOGETHER SINCE THEY WERE TEENAGERS AND SO THEY WERE POOR WITHOUT PARENTS WHO THEY LOST THEIR PARENTS AT YOUNG AGES ON THEIR OWN AS TEENAGERS RAISING KIDS AND UM AND THEY ARE SUCCESSFUL,1,"<ts> Um, so, growing up in the inner city, um, my parents didn't have a lot of money. Um, they grew themselves, they've been together since they were teenagers. And so, they were poor, without parents. Who they lost their parents at young ages, on their own as teenagers raising kids and, um, and they are successful,",20.341
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag4_f_01_1_part_13.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag4_f_01_1_part_13.txt,IN UM THE POST YOU KNOW TS A AND I NEVER FORGET THE FRONT THE UM THE HEADLINE RATS BIG AS CATS WHICH THEY WAS AND THEN AFTER WE LIVED THERE FOR A YEAR THEN THEY MOVED MY MOTHER DOWN THE STREET IN ONE OF THE UM HOUSE,1,"in um, The Post, you know, /ts-/ A- and I never forget the front- the um, the headline: Rats Big as Cats, which they was. And then after we lived there for a year, then they moved my mother down the street in one of the um, house-",20.215
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag3_f_03_1_part_91.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag3_f_03_1_part_91.txt,YEAH ABOUT THREE YEARS UM IT WAS JUST ADULTS AT THE TIME THEN I STARTED DOING IT FOR THE KIDS TOO UM SO MY BUSINESS THE REASON I STARTED MY BUSINESS BECAUSE I WAS ON THE MISSION TO LOSE WEIGHT MY MOM SHE HAD DIABETES UM SHE DIDN'T PASS EXACTLY OF THE DIABETES BUT YOU KNOW THAT'S PART OF,1,"Yeah, about three years. Um, it was just adults at the time, then I started doing it for the kids, too. Um, so my business the reason I started my business, because I was on the mission to lose weight, my mom, she had diabetes. Um, she didn't pass exactly of the diabetes, but, you know, that's part [of,]",21.06
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se3_ag3_f_01_1_part_157.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se3_ag3_f_01_1_part_157.txt,NO I WAS GONNA SAY IT'S ALSO LIKE IT'S INTERESTING Y FOR Y FOR YOU TO HEAR PEOPLE THAT DON'T NOTICE THAT ONE JUST FROM SOMEONE WHO'S LIKE SELF ADMITTEDLY NOT OBSERVANT TO ALSO LIKE GROWING UP HERE YOU TALK TO ANYONE WHO GROWS UP HERE YOU KNOW THAT I MEAN EVEN THE W W WOMAN WHO I WOULD CLAIM IS MY COUSIN,1,"No I was gonna say it's also like- it's interesting y- for y- for you to hear people that don't notice that. One, just from someone who's like self-admittedly not observant to also like growing up here, you talk to anyone who grows up here you know that. I mean even the w- w- woman who I would claim is my cousin",20.768
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag3_m_01_1_part_44.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag3_m_01_1_part_44.txt,A POLICY CHANGED OR LAW CHANGED IN FAVOR UH YOU KNOW OF BLACK POPULATIONS THE NEIGHBORHOODS OR THE ENVIRONMENTS THAT THEY LIVE IN THEY WERE TARGETED FOR CRUEL TREATMENT UM UH MISAPPROPRIATION OF UM UH OF RESOURCES UM,1,"a policy changed, or law changed in favor, uh, you know, of black populations, the neighborhoods or the environments that they live in, they were targeted for cruel treatment, um, uh, misappropriation of- um, <ts> uh, of resources, um,",20.054
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag2_m_02_1_part_42.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag2_m_02_1_part_42.txt,UH IN SOUTHEAST UM THEY GOT A COUPLE APARTMENTS OVER THERE BUT FOR THE MOST PART THEY KNOCKED DOWN THE NEIGHBORHOOD AND CHANGED IT AROUND LIKE IN FOR THE MOST SECTION OF IT UH THEY LEFT SOME OF 'EM UP THOUGH BUT YEAH I STILL GOT COUSINS THAT LIVE MM HM LIVE IN THE CITY,1,"uh, in Southeast. Um, they got a couple apartments over there. But for the most part, they knocked down the neighborhood and changed it around. Like, in- for the most section of it. Uh, they left some of 'em up though. [But yeah, I] still got cousins that live- [Mm-hm.] live in the city.",21.384
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag3_f_04_3_part_7.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag3_f_04_3_part_7.txt,CAUSE WHEN OUR GRANDMA WAS LIVING AND OUR MOTHER USED TO WORK OVER ROCKY MOUNT,1,"Cause when our grandma was living <clears throat> and our mother used to work over Rocky Mount,",6.218
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se3_ag4_f_02_1_part_99.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se3_ag4_f_02_1_part_99.txt,AND THIS THEY'RE GETTING RID OF THIS NOW WHICH IS VERY UP UPSETTING TO ME YOU HAD THEY BUSSED IN KIDS FROM SOUTHWEST WHO AT THE TIME WERE MAINLY FROM UM I KEEP SAYING THE PROJECTS AND I KNOW THEY DON'T CALL 'EM THE PROJECTS ANYMORE LOW INCOME HOUSING,1,"And this- They're getting rid of this now which is very up- upsetting to me- <ts> You had- They bussed in kids from Southwest, who at the time were mainly from um- I keep saying the projects, and I know they don't call 'em the projects anymore. Low income housing.",18.942
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag3_m_01_1_part_114.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag3_m_01_1_part_114.txt,CAUSE THESE THESE KIDS MEAN EVEN THE THE LITTLE PEOPLE SOMETIMES I'LL STRUGGLE WITH TRYNA FIGURE OUT HOW TO REACH THE LITTLE PEOPLE AND I'M YOU KNOW IT'S A CHALLENGE BUT I LOVE THESE I LOVE YOUNG PEOPLE SO DON'T DON'T COME AND N DON'T DO THAT CAUSE NOW IT'S PERSONAL AND THIS THIS IS VERY PERSONAL FOR ME THAT'S WHY MY FR MY FRIENDS SOME SAY YOU ARE CRAZY I AM,1,"Cause these- these kids mean- even the- the little people sometimes- I'll struggle with tryna figure out how to reach the little people, and I'm, you know- it's a challenge. But I love these- I love young people, so don't- don't come and n- don't do that. Cause now it's personal. And this- this is very personal for me. That's why my fr- my friends- some say, you are crazy. I am,",21.492
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag3_f_03_1_part_89.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag3_f_03_1_part_89.txt,AND THEN EVENTUALLY UM I MADE UP A ROUTINE AND EVENTUALLY THEY MADE ME A PART OF THEIR UM FITNESS GROUP,1,"And then eventually, um, I made up a routine and eventually they made me a part of <ts> their, um, fitness group.",8.924
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag3_m_01_2_part_11.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag3_m_01_2_part_11.txt,AND UM IT WAS TWO OR THREE OTHER COLLEGES THAT COACH TRIED TO TELL DADDY HE SAID MR Y Y CAN'T YOU LET HIM STAY DOWN HERE CAN'T HE STAY WITH SOMEBODY,1,"[and] um, <ts> it was two or three other colleges that Coach tried to tell daddy. He said, Mr /RD-NAME-2/, y- y- can't you let him stay down here? Can't he stay with somebody?",10.132
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag3_m_02_2_part_31.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag3_m_02_2_part_31.txt,WELL THEY HAD ONE RIGHT RIGHT U UP HERE RIGHT THERE STORE RIGHT UP THERE AND THEY HAD ANOTHER ONE UP THERE EAST TARBORO UP THERE,1,"Well they had one right- right u- up here. Right there, store right up there. And they had another one up there East Tarboro up there.",5.702000000000001
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag3_f_02_1_part_1.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag3_f_02_1_part_1.txt,AND I LIVED WITH MY GRANDMOTHER WAS MY MOTHER'S MOTHER AND WE LIVED IN A HOUSE THAT WAS OWNED BY OUR FAMILY MY GRANDMOTHER OWNED HALF OF THE HOUSE AND HER SISTER OWNED THE OTHER HALF AND IT WAS WHAT THEY CALL NOW THEY CALL IT A SHOTGUN HOUSE,1,"And I lived with my grandmother Was my mother's mother. And we lived in a house that was owned by our family. My grandmother owned half of the house, and her sister owned the other half. And it was what they call- now they call it a shotgun house",22.85
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag3_f_02_1_part_11.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag3_f_02_1_part_11.txt,LIKE GIMME SOME WORDS THAT THAT ARE USED IN IN YOUR NEIGHBORHOOD LIKE IF YOU COULD TELL THAT SOMEBODY FROM DC YOU TELL IF SOMEBODY FROM SOMEWHERE ELSE RUN IT JUST PUT IT BACK UP,1,"like- gimme some words that- that are used in- in your neighborhood like if you could tell that somebody from DC, you tell if somebody from somewhere else. (pause 11.91) /Run it/. /Just put it back up/.",20.375
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag3_f_02_3_part_78.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag3_f_02_3_part_78.txt,THAT'S WHY IT DIDN'T SHOW ON THE BIOPSY AND THAT'S WHY IT DIDN'T SHOW IN THE LAB WORK IT WAS CONCEALED IN A MASS,1,"That's why it didn't show on the biopsy, and that's why it didn't show in the lab work. It was concealed in a mass.",8.552999999999999
/juice/scr/aharris6/data_processed_coraal/wav/ATL_se0_ag2_m_02_1_part_94.wav,/juice/scr/aharris6/data_processed_coraal/txt/ATL_se0_ag2_m_02_1_part_94.txt,AND I DON'T WANT MY IMAGE TO BE TAINTED OR REFLECTED YOU KNOW WHAT I'M SAYING IN SUCH A WAY SO I MEAN IT AS A AS A GESTURE OF ENDEARMENT YOU KNOW WHAT I'M SAYING LIKE,1,"and I don't want my image to be tainted or reflected, you know what I'm saying, in such a way. So I mean it as a- as a gesture of endearment, you know what I'm [saying, like]",7.695
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag4_f_03_1_part_49.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag4_f_03_1_part_49.txt,OKAY SO LET'S SEE I'M GONNA GO BACK TO WHEN WE WERE ON POTOMAC AVENUE,1,Okay. So let's see. I'm gonna go back to when we were on Potomac Avenue.,5.58
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag4_f_01_1_part_21.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag4_f_01_1_part_21.txt,I DIDN'T REALLY START TO REALLY FEEL THAT UNTIL I WAS UM AND ADULT I NEVER SAW THAT I MEAN EVERYBODY HAD THEIR OWN NEIGHBORHOOD WE DIDN'T HAVE YOU KNOW IT WAS ALWAYS A SPRINKLE OF OF OF WHITE PEOPLE LIVING IN SOMEWHERE BUT THEY DIDN'T MINGLE INTERMINGLE WITH US THEY DIDN'T ENGAGE WITH US UM,1,"<ts> I didn't really start to really feel that until I was um, and adult. I never saw that. I mean, everybody had their own neighborhood. We didn't have- You know it was always a sprinkle of- of- of white people living in- somewhere, but they didn't mingle, intermingle with us. They didn't engage with us. Um,",21.147
/juice/scr/aharris6/data_processed_coraal/wav/ATL_se0_ag1_m_01_1_part_51.wav,/juice/scr/aharris6/data_processed_coraal/txt/ATL_se0_ag1_m_01_1_part_51.txt,YEAH YOU A FUCKING SORE THUMB LIKE NIGGAS SEE YOU BRUH YOU KNOW WHAT I'M SAYING MM HM I DON'T LIKE I I DON'T WALK AROUND LIKE THAT BRUH I MIND MY BUSINESS YOU KNOW WHAT I'M SAYING EVERYBODY OUT THERE FRIENDLY YEAH IT'S JUST IF YOU A BITCH YOU KNOW WHAT I'M SAYING YEAH OKAY YOU JUST GONNA KNOW YOU A BITCH AND YOU'LL BE TREATED LIKE A BITCH YOU KNOW WHAT I'M SAYING LIKE WE JUST BE KICKING SHIT THOUGH LIKE MM HM YOU KNOW WHAT I'M SAYING IF YOU DON'T KNOW HOW TO,1,"Yeah. you a fucking sore thumb, like niggas see you, bruh, you know what I'm saying. Mm-hm. I don't like- I- I don't walk around like that, bruh. I mind my business, you know what I'm saying. Everybody out there friendly. [Yeah.] [It's just] if you a bitch, <laugh> you know what I'm [saying], [Yeah.] [Okay.] [/you/]  just gonna know you a bitch, and you'll be treated like a bitch. You know what I'm saying, like we just be kicking shit though like, Mm-hm. You know what I'm saying, if you don't know how to-",20.147
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag3_f_03_1_part_111.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag3_f_03_1_part_111.txt,BUT WE WAS WE WAS JUST LACKING CLOTHES KNOW LONG THEN IT WASN'T NO FOODS WELFARE GIVING YOU MONEY BUY NO CLOTHES WITH SO DAD HAD WORKED HARD TO TO PAY A LITTLE RENT FOR THE HOUSE AND AND BY SOME ODD AND ENDS CAUSE HE KILL ABOUT FOUR OR FIVE HOG EVERY YEAR WE ATE PLENTY MEAT CABBAGE AND COLLARDS AND AND CORN LIKE THEY KNOW THAT THAT'S,1,"[But we was- we was just lacking], clothes, know. Long then, it wasn't no foods welfare giving you money buy no clothes with. So dad had worked hard to /unintelligible/ to pay a little rent for the house and- and by some /odd and ends/ cause he kill about four or five hog every year. We ate plenty meat, cabbage and collards and- and corn like they know that- [that's]",20.788
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag2_f_01_1_part_31.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag2_f_01_1_part_31.txt,THINK BLUE MM HM MM MM GREEN YELLOW AND BLUE,1,"[<laugh>] [<laugh> /Think/ blue- Mm-hm.] Mm-mm. Green, yellow and blue.]",5.358
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag4_m_01_1_part_129.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag4_m_01_1_part_129.txt,YOU KNOW UH EVEN EVEN NOW ME GROWING UP ALWAYS BELIEVED IN INDIVIDUAL RESPONSIBILITY YOU KNOW ENTREPRENEURSHIP YOU KNOW WORK HARD YOU KNOW UH IF YOU WANT ANYTHING LIKE MY FATHER YOU KNOW YOU YOU YOU WORK HARD YOU GET IT YOU KNOW YOU ATTAIN IT YOU STRIVE FOR IT I DIDN'T BELIEVE IN SO MUCH UH AFFIRMATIVE ACTION IN TERMS OF LIKE YOU KNOW USING IT,1,"you know. Uh, even- even now me growing up always believed in individual responsibility, you know. Entrepreneurship, you know. Work hard, you know uh, if you want anything like my father you know you- you- you work hard you get it you know, you attain it. You strive for it, I didn't believe in so much uh, affirmative action in terms of like you know, using it",20.964
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag1_m_02_1_part_55.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag1_m_02_1_part_55.txt,I LIKE IT BECAUSE I CAN DIB AND DAB IN DIFFERENT CHOICES OF HIP HOP YOU KNOW F FOR FOR SOMEONE TO SAY NONE OF THAT STUFF IS HIP HOP MAKES NO SENSE CAUSE IF YOU KNOW THE FOUNDATION RULES OF HIP HOP THAT'S ALL HIP HOP IT'S PEOPLE COMING FROM WHERE THEY'RE FROM EXPRESSING THEMSELF THROUGH THE ART THE WAY THEY DO YOU KNOW LIKE WE HEEL TOE AND CHICAGO LIKE FAST TAP OR WHATEVER THE LIKE YOU KNOW HOW THE FAST DANCE THEY DO,1,"I like it because I can dib and dab in different choices of hip-hop. You know, f- for- for someone to say none of that stuff is hip-hop makes no sense. Cause if you know the foundation rules of hip-hop, that's all hip-hop. It's people coming from where they're from expressing themself through the art the way they do. You know like, we heel-toe, and Chicago like fast tap or whatever the like- you know /how/ the fast dance they [do.]",18.741
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag2_f_03_1_part_53.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag2_f_03_1_part_53.txt,PEOPLE UP HERE ARE JUST AS RACIST AS PEOPLE DOWN SOUTH BUT THERE'S LIKE AN ETIQUETTE,1,"people up here are just as racist as people down south, but there's like an etiquette. [<laugh>]",5.902
/juice/scr/aharris6/data_processed_coraal/wav/ROC_se0_ag1_m_02_1_part_20.wav,/juice/scr/aharris6/data_processed_coraal/txt/ROC_se0_ag1_m_02_1_part_20.txt,TO GOING TO IT WAS LIKE SUPER CRAZY LIKE IT MAN YOU DON'T UNDERST I CAN'T EVEN GOING T IT'S SO CRAZY LIKE COULD YOU IMAGINE BEING THE TEACHER AND YOU WALK OUT TO LIKE YOUR CAR AND A AND LIKE A LITTLE THIRTEEN YEAR OLD KID WALKING OUT HOPPING IN HIS CAR TOO LIKE IT WAS CRAZY LIKE YEAH WAS CRAZY IF I COULD DO TH DO THAT AGAIN,1,"to going to /RD-SCHOOL-3/. It was like super crazy like, it- man, you don't underst- I can't even- Going t- it's so crazy, like, <laugh> could you imagine being the teacher and you walk out to like your car, and a- and like a little thirteen year old kid walking out hopping in his car too? Like, it was crazy, like. Yeah, /RD-SCHOOL-3/ was crazy. If I could do th- do that again,",20.622
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag3_m_02_1_part_66.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag3_m_02_1_part_66.txt,JUNK BACK AND NORTHEAST GROOVERS YOU KNOW THEY COULD GO SLOW OR THEY'LL GO FAST FOR A COUPLE DANCES OR SOMETHING LIKE THAT FOR BACK IN THE DAY BUT I'LL TELL YOU ONE THING WE DON'T PERCOLATE THAT'S WHAT WE WON'T DO DOWN IN DC WE DON'T PERCOLATE NO PERCOLATING,1,"Junk, Back, and Northeast Groovers you know they could go slow or they'll go fast for a couple dances or something like that for back in the day. But I'll tell you one thing. We don't percolate, that's what we won't do down in DC we don't percolate. <laugh> No percolating?",20.41
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag4_f_02_1_part_3.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag4_f_02_1_part_3.txt,MY OCCUPATION IS EXECUTIVE ASSISTANT AT BOYS AND GIRLS CLUBS OF GREATER WASHINGTON,1,My occupation is executive assistant at Boys and Girls Clubs of Greater Washington.,5.867000000000001
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se1_ag3_f_03_1_part_13.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se1_ag3_f_03_1_part_13.txt,SO FUNNY UM IT WAS JUST FUN YOU KNOW IT WASN'T IT IT WAS JUST FUN TIMES,1,"So funny. Um, it was just fun, you know. It wasn't- it- /?/ it was just fun times.",7.8370000000000015
/juice/scr/aharris6/data_processed_coraal/wav/DCB_se2_ag4_m_01_1_part_89.wav,/juice/scr/aharris6/data_processed_coraal/txt/DCB_se2_ag4_m_01_1_part_89.txt,IT IT IT'S THE PRINCIPAL OF OF WHAT YOU WAS RAISED AND TAUGHT TAKE THAT VALUE AND LEARN TO DO IT DO WHAT YOU BEEN TAUGHT BECAUSE SEE IT IT WASN'T OUR PARENTS IT'S NOT OUR PARENTS SEE YOU PARENTS SIT OUR PARENTS SET UP THERE AND TELL US WHAT'S RIGHT AND WHAT'S WRONG THEY ALREADY BEEN THROUGH THEIR LIFE,1,"It- it- it's the principal of- of what you was raised and taught. Take that value and learn to do it- do what you been taught because, see, it- it wasn't our parents. It's not our parents. See you parents sit- Our parents set up there and tell us what's right and what's wrong. They already been through their life",20.347
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag3_m_01_2_part_12.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag3_m_01_2_part_12.txt,AND UH HE AND DADDY TOOK A LITTLE SHORT WALK DOWN INTO THE PATH I I GUESS THEY WAS TALKING ABOUT WHY HE COULDN'T AFFORD TO YOU KNOW I HAD TO STAY CLOSE TO HIM,1,"And uh, he and daddy took a little short walk down into the path. I- I guess they was talking about why he couldn't afford to- you know, I had to stay close to him.",9.605
/juice/scr/aharris6/data_processed_coraal/wav/PRV_se0_ag3_m_03_1_part_25.wav,/juice/scr/aharris6/data_processed_coraal/txt/PRV_se0_ag3_m_03_1_part_25.txt,SO UH WHEN HE GOT UP ON THE LINE I WAS ON NUMBER THREE GOING TO A SIX GUN BATTERY,1,"So, uh, when he got up on the line, I was on number three going to a six gun battery.",7.912000000000001
